NO,E KODU,ADI,SINIFI,FONKSİYONU,SAĞLIĞA ETKİSİ,DİKKAT
200,E450,Difosfatlar,"Kıvam artırıcılar, stabilizörler, emülgatörler",Fosforik asit tuzu,"Emülgatörlerin insan bağırsak mikrobiyotasının kompozisyonunda değişiklik yaptığı, insanların bağırsak epitelindeki bakterilerin kromozom anomalilerinden olan translokasyonunu kolay bir hale getirdiği tespit edilmiştir. 12 hafta boyunca emülgatör yedirilen farelerde mikrobiyotası içeriğinin değişmesine bağlı olarak obezite ve metabolik sendromun oranını yükseldiği incelenmiştir .",
201,E451,Trifosfatlar,"Kıvam artırıcılar, stabilizörler, emülgatörler",Fosforik asit tuzu,"Emülgatörlerin insan bağırsak mikrobiyotasının kompozisyonunda değişiklik yaptığı, insanların bağırsak epitelindeki bakterilerin kromozom anomalilerinden olan translokasyonunu kolay bir hale getirdiği tespit edilmiştir. 12 hafta boyunca emülgatör yedirilen farelerde mikrobiyotası içeriğinin değişmesine bağlı olarak obezite ve metabolik sendromun oranını yükseldiği incelenmiştir .",
202,E452,Polifosfatlar,"Kıvam artırıcılar, stabilizörler, emülgatörler",Fosforik asit tuzu,"Emülgatörlerin insan bağırsak mikrobiyotasının kompozisyonunda değişiklik yaptığı, insanların bağırsak epitelindeki bakterilerin kromozom anomalilerinden olan translokasyonunu kolay bir hale getirdiği tespit edilmiştir. 12 hafta boyunca emülgatör yedirilen farelerde mikrobiyotası içeriğinin değişmesine bağlı olarak obezite ve metabolik sendromun oranını yükseldiği incelenmiştir .",
203,E456,Potasyum poliaspartat,"Kıvam artırıcılar, stabilizörler, emülgatörler",Potasyum tuzu,"Emülgatörlerin insan bağırsak mikrobiyotasının kompozisyonunda değişiklik yaptığı, insanların bağırsak epitelindeki bakterilerin kromozom anomalilerinden olan translokasyonunu kolay bir hale getirdiği tespit edilmiştir. 12 hafta boyunca emülgatör yedirilen farelerde mikrobiyotası içeriğinin değişmesine bağlı olarak obezite ve metabolik sendromun oranını yükseldiği incelenmiştir .",
204,E459,Beta-siklodekstrin,"Kıvam artırıcılar, stabilizörler, emülgatörler","Kıvam arttırıcı, emülgatör","Emülgatörlerin insan bağırsak mikrobiyotasının kompozisyonunda değişiklik yaptığı, insanların bağırsak epitelindeki bakterilerin kromozom anomalilerinden olan translokasyonunu kolay bir hale getirdiği tespit edilmiştir. 12 hafta boyunca emülgatör yedirilen farelerde mikrobiyotası içeriğinin değişmesine bağlı olarak obezite ve metabolik sendromun oranını yükseldiği incelenmiştir .",
205,E460,Selüloz,"Kıvam artırıcılar, stabilizörler, emülgatörler","Doğal lif, kıvam arttırıcı","Emülgatörlerin insan bağırsak mikrobiyotasının kompozisyonunda değişiklik yaptığı, insanların bağırsak epitelindeki bakterilerin kromozom anomalilerinden olan translokasyonunu kolay bir hale getirdiği tespit edilmiştir. 12 hafta boyunca emülgatör yedirilen farelerde mikrobiyotası içeriğinin değişmesine bağlı olarak obezite ve metabolik sendromun oranını yükseldiği incelenmiştir .",
206,E461,Metil selüloz,"Kıvam artırıcılar, stabilizörler, emülgatörler",Yarı-doğal kıvam arttırıcı,"Emülgatörlerin insan bağırsak mikrobiyotasının kompozisyonunda değişiklik yaptığı, insanların bağırsak epitelindeki bakterilerin kromozom anomalilerinden olan translokasyonunu kolay bir hale getirdiği tespit edilmiştir. 12 hafta boyunca emülgatör yedirilen farelerde mikrobiyotası içeriğinin değişmesine bağlı olarak obezite ve metabolik sendromun oranını yükseldiği incelenmiştir .",
207,E462,Etil selüloz,"Kıvam artırıcılar, stabilizörler, emülgatörler",Yarı-doğal kıvam arttırıcı,"Emülgatörlerin insan bağırsak mikrobiyotasının kompozisyonunda değişiklik yaptığı, insanların bağırsak epitelindeki bakterilerin kromozom anomalilerinden olan translokasyonunu kolay bir hale getirdiği tespit edilmiştir. 12 hafta boyunca emülgatör yedirilen farelerde mikrobiyotası içeriğinin değişmesine bağlı olarak obezite ve metabolik sendromun oranını yükseldiği incelenmiştir .",
208,E463,Hidroksipropil selüloz,"Kıvam artırıcılar, stabilizörler, emülgatörler",Yarı-doğal kıvam arttırıcı,"Emülgatörlerin insan bağırsak mikrobiyotasının kompozisyonunda değişiklik yaptığı, insanların bağırsak epitelindeki bakterilerin kromozom anomalilerinden olan translokasyonunu kolay bir hale getirdiği tespit edilmiştir. 12 hafta boyunca emülgatör yedirilen farelerde mikrobiyotası içeriğinin değişmesine bağlı olarak obezite ve metabolik sendromun oranını yükseldiği incelenmiştir .",
209,E464,Hidroksipropilmetil selüloz,"Kıvam artırıcılar, stabilizörler, emülgatörler",Yarı-doğal kıvam arttırıcı,"Emülgatörlerin insan bağırsak mikrobiyotasının kompozisyonunda değişiklik yaptığı, insanların bağırsak epitelindeki bakterilerin kromozom anomalilerinden olan translokasyonunu kolay bir hale getirdiği tespit edilmiştir. 12 hafta boyunca emülgatör yedirilen farelerde mikrobiyotası içeriğinin değişmesine bağlı olarak obezite ve metabolik sendromun oranını yükseldiği incelenmiştir .",
210,E465,Etilmetil selüloz,"Kıvam artırıcılar, stabilizörler, emülgatörler",Yarı-doğal kıvam arttırıcı,"Emülgatörlerin insan bağırsak mikrobiyotasının kompozisyonunda değişiklik yaptığı, insanların bağırsak epitelindeki bakterilerin kromozom anomalilerinden olan translokasyonunu kolay bir hale getirdiği tespit edilmiştir. 12 hafta boyunca emülgatör yedirilen farelerde mikrobiyotası içeriğinin değişmesine bağlı olarak obezite ve metabolik sendromun oranını yükseldiği incelenmiştir .",
211,E466,"Karboksimetil selüloz, selüloz gam","Kıvam artırıcılar, stabilizörler, emülgatörler",Yarı-doğal kıvam arttırıcı,"Emülgatörlerin insan bağırsak mikrobiyotasının kompozisyonunda değişiklik yaptığı, insanların bağırsak epitelindeki bakterilerin kromozom anomalilerinden olan translokasyonunu kolay bir hale getirdiği tespit edilmiştir. 12 hafta boyunca emülgatör yedirilen farelerde mikrobiyotası içeriğinin değişmesine bağlı olarak obezite ve metabolik sendromun oranını yükseldiği incelenmiştir .",
212,E468,"Çapraz-bağlı sodyum karboksi metil selüloz, çapraz","Kıvam artırıcılar, stabilizörler, emülgatörler","Kıvam arttırıcı, stabilizör","Emülgatörlerin insan bağırsak mikrobiyotasının kompozisyonunda değişiklik yaptığı, insanların bağırsak epitelindeki bakterilerin kromozom anomalilerinden olan translokasyonunu kolay bir hale getirdiği tespit edilmiştir. 12 hafta boyunca emülgatör yedirilen farelerde mikrobiyotası içeriğinin değişmesine bağlı olarak obezite ve metabolik sendromun oranını yükseldiği incelenmiştir .",
213,E469,"Enzimatik hidrolize karboksi metil selüloz, Enzimat","Kıvam artırıcılar, stabilizörler, emülgatörler",Kıvam arttırıcı,"Emülgatörlerin insan bağırsak mikrobiyotasının kompozisyonunda değişiklik yaptığı, insanların bağırsak epitelindeki bakterilerin kromozom anomalilerinden olan translokasyonunu kolay bir hale getirdiği tespit edilmiştir. 12 hafta boyunca emülgatör yedirilen farelerde mikrobiyotası içeriğinin değişmesine bağlı olarak obezite ve metabolik sendromun oranını yükseldiği incelenmiştir .",
214,E470,Yağ asitlerinin tuzları,"Kıvam artırıcılar, stabilizörler, emülgatörler",Yarı-sentetik emülgatör,"Emülgatörlerin insan bağırsak mikrobiyotasının kompozisyonunda değişiklik yaptığı, insanların bağırsak epitelindeki bakterilerin kromozom anomalilerinden olan translokasyonunu kolay bir hale getirdiği tespit edilmiştir. 12 hafta boyunca emülgatör yedirilen farelerde mikrobiyotası içeriğinin değişmesine bağlı olarak obezite ve metabolik sendromun oranını yükseldiği incelenmiştir .",
215,E471,Yağ asitlerinin mono- ve di-gliseritleri,"Kıvam artırıcılar, stabilizörler, emülgatörler",Yarı-sentetik emülgatör,"Emülgatörlerin insan bağırsak mikrobiyotasının kompozisyonunda değişiklik yaptığı, insanların bağırsak epitelindeki bakterilerin kromozom anomalilerinden olan translokasyonunu kolay bir hale getirdiği tespit edilmiştir. 12 hafta boyunca emülgatör yedirilen farelerde mikrobiyotası içeriğinin değişmesine bağlı olarak obezite ve metabolik sendromun oranını yükseldiği incelenmiştir .",
216,E472a,Yağ asitlerinin mono ve digliseritlerinin asetik a,"Kıvam artırıcılar, stabilizörler, emülgatörler",Yarı-sentetik emülgatör,"Emülgatörlerin insan bağırsak mikrobiyotasının kompozisyonunda değişiklik yaptığı, insanların bağırsak epitelindeki bakterilerin kromozom anomalilerinden olan translokasyonunu kolay bir hale getirdiği tespit edilmiştir. 12 hafta boyunca emülgatör yedirilen farelerde mikrobiyotası içeriğinin değişmesine bağlı olarak obezite ve metabolik sendromun oranını yükseldiği incelenmiştir .",
217,E472b,Yağ asitlerinin mono ve digliseritlerinin laktik a,"Kıvam artırıcılar, stabilizörler, emülgatörler",Yarı-sentetik emülgatör,"Emülgatörlerin insan bağırsak mikrobiyotasının kompozisyonunda değişiklik yaptığı, insanların bağırsak epitelindeki bakterilerin kromozom anomalilerinden olan translokasyonunu kolay bir hale getirdiği tespit edilmiştir. 12 hafta boyunca emülgatör yedirilen farelerde mikrobiyotası içeriğinin değişmesine bağlı olarak obezite ve metabolik sendromun oranını yükseldiği incelenmiştir .",
218,E472c,Yağ asitlerinin mono ve digliseritlerinin sitrik a,"Kıvam artırıcılar, stabilizörler, emülgatörler",Yarı-sentetik emülgatör,"Emülgatörlerin insan bağırsak mikrobiyotasının kompozisyonunda değişiklik yaptığı, insanların bağırsak epitelindeki bakterilerin kromozom anomalilerinden olan translokasyonunu kolay bir hale getirdiği tespit edilmiştir. 12 hafta boyunca emülgatör yedirilen farelerde mikrobiyotası içeriğinin değişmesine bağlı olarak obezite ve metabolik sendromun oranını yükseldiği incelenmiştir .",
219,E472d,Yağ asitlerinin mono ve digliseritlerinin tartarik,"Kıvam artırıcılar, stabilizörler, emülgatörler",Yarı-sentetik emülgatör,"Emülgatörlerin insan bağırsak mikrobiyotasının kompozisyonunda değişiklik yaptığı, insanların bağırsak epitelindeki bakterilerin kromozom anomalilerinden olan translokasyonunu kolay bir hale getirdiği tespit edilmiştir. 12 hafta boyunca emülgatör yedirilen farelerde mikrobiyotası içeriğinin değişmesine bağlı olarak obezite ve metabolik sendromun oranını yükseldiği incelenmiştir .",
220,E472e,Yağ asitlerinin mono ve digliseritlerinin mono- ve,"Kıvam artırıcılar, stabilizörler, emülgatörler",Yarı-sentetik emülgatör,"Emülgatörlerin insan bağırsak mikrobiyotasının kompozisyonunda değişiklik yaptığı, insanların bağırsak epitelindeki bakterilerin kromozom anomalilerinden olan translokasyonunu kolay bir hale getirdiği tespit edilmiştir. 12 hafta boyunca emülgatör yedirilen farelerde mikrobiyotası içeriğinin değişmesine bağlı olarak obezite ve metabolik sendromun oranını yükseldiği incelenmiştir .",
221,E472f,Yağ asitlerinin mono ve digliseritlerinin tartarik,"Kıvam artırıcılar, stabilizörler, emülgatörler",Yarı-sentetik emülgatör,"Emülgatörlerin insan bağırsak mikrobiyotasının kompozisyonunda değişiklik yaptığı, insanların bağırsak epitelindeki bakterilerin kromozom anomalilerinden olan translokasyonunu kolay bir hale getirdiği tespit edilmiştir. 12 hafta boyunca emülgatör yedirilen farelerde mikrobiyotası içeriğinin değişmesine bağlı olarak obezite ve metabolik sendromun oranını yükseldiği incelenmiştir .",
222,E473,Yağ asitlerinin sukroz esterleri,"Kıvam artırıcılar, stabilizörler, emülgatörler",Yarı-sentetik emülgatör,"Emülgatörlerin insan bağırsak mikrobiyotasının kompozisyonunda değişiklik yaptığı, insanların bağırsak epitelindeki bakterilerin kromozom anomalilerinden olan translokasyonunu kolay bir hale getirdiği tespit edilmiştir. 12 hafta boyunca emülgatör yedirilen farelerde mikrobiyotası içeriğinin değişmesine bağlı olarak obezite ve metabolik sendromun oranını yükseldiği incelenmiştir .",
223,E474,Sukrogliseridler,"Kıvam artırıcılar, stabilizörler, emülgatörler",Yarı-sentetik emülgatör,"Emülgatörlerin insan bağırsak mikrobiyotasının kompozisyonunda değişiklik yaptığı, insanların bağırsak epitelindeki bakterilerin kromozom anomalilerinden olan translokasyonunu kolay bir hale getirdiği tespit edilmiştir. 12 hafta boyunca emülgatör yedirilen farelerde mikrobiyotası içeriğinin değişmesine bağlı olarak obezite ve metabolik sendromun oranını yükseldiği incelenmiştir .",
224,E475,Yağ asitlerinin poligliserol esterleri,"Kıvam artırıcılar, stabilizörler, emülgatörler",Yarı-sentetik emülgatör,"Emülgatörlerin insan bağırsak mikrobiyotasının kompozisyonunda değişiklik yaptığı, insanların bağırsak epitelindeki bakterilerin kromozom anomalilerinden olan translokasyonunu kolay bir hale getirdiği tespit edilmiştir. 12 hafta boyunca emülgatör yedirilen farelerde mikrobiyotası içeriğinin değişmesine bağlı olarak obezite ve metabolik sendromun oranını yükseldiği incelenmiştir. Üriner nitrojen artışı görülebilir.",
225,E476,Poligliserol polirisinolat,"Kıvam artırıcılar, stabilizörler, emülgatörler",Yarı-sentetik emülgatör,"Emülgatörlerin insan bağırsak mikrobiyotasının kompozisyonunda değişiklik yaptığı, insanların bağırsak epitelindeki bakterilerin kromozom anomalilerinden olan translokasyonunu kolay bir hale getirdiği tespit edilmiştir. 12 hafta boyunca emülgatör yedirilen farelerde mikrobiyotası içeriğinin değişmesine bağlı olarak obezite ve metabolik sendromun oranını yükseldiği incelenmiştir. KC hiperplazi",
226,E477,Yağ asitlerinin propilenglikol esterleri,"Kıvam artırıcılar, stabilizörler, emülgatörler",Yarı-sentetik emülgatör,"Emülgatörlerin insan bağırsak mikrobiyotasının kompozisyonunda değişiklik yaptığı, insanların bağırsak epitelindeki bakterilerin kromozom anomalilerinden olan translokasyonunu kolay bir hale getirdiği tespit edilmiştir. 12 hafta boyunca emülgatör yedirilen farelerde mikrobiyotası içeriğinin değişmesine bağlı olarak obezite ve metabolik sendromun oranını yükseldiği incelenmiştir .",
227,E478,Laktik asit ve yağ asitlerinin gliserol vepropilen glikol esterlerinin karışımı,"Kıvam artırıcılar, stabilizörler, emülgatörler",Yarı-sentetik emülgatör,"Emülgatörlerin insan bağırsak mikrobiyotasının kompozisyonunda değişiklik yaptığı, insanların bağırsak epitelindeki bakterilerin kromozom anomalilerinden olan translokasyonunu kolay bir hale getirdiği tespit edilmiştir. 12 hafta boyunca emülgatör yedirilen farelerde mikrobiyotası içeriğinin değişmesine bağlı olarak obezite ve metabolik sendromun oranını yükseldiği incelenmiştir .",
228,E479,Esterifiye edilmiş soya yağı,"Kıvam artırıcılar, stabilizörler, emülgatörler",Yarı-sentetik emülgatör,"Emülgatörlerin insan bağırsak mikrobiyotasının kompozisyonunda değişiklik yaptığı, insanların bağırsak epitelindeki bakterilerin kromozom anomalilerinden olan translokasyonunu kolay bir hale getirdiği tespit edilmiştir. 12 hafta boyunca emülgatör yedirilen farelerde mikrobiyotası içeriğinin değişmesine bağlı olarak obezite ve metabolik sendromun oranını yükseldiği incelenmiştir .",
229,E480,Dioktil sodyum sülfosaksinat,"Kıvam artırıcılar, stabilizörler, emülgatörler",Sentetik emülgatör,"Emülgatörlerin insan bağırsak mikrobiyotasının kompozisyonunda değişiklik yaptığı, insanların bağırsak epitelindeki bakterilerin kromozom anomalilerinden olan translokasyonunu kolay bir hale getirdiği tespit edilmiştir. 12 hafta boyunca emülgatör yedirilen farelerde mikrobiyotası içeriğinin değişmesine bağlı olarak obezite ve metabolik sendromun oranını yükseldiği incelenmiştir .",
230,E481,Sodyum stearol laktat,"Kıvam artırıcılar, stabilizörler, emülgatörler",Yarı-sentetik emülgatör,"Emülgatörlerin insan bağırsak mikrobiyotasının kompozisyonunda değişiklik yaptığı, insanların bağırsak epitelindeki bakterilerin kromozom anomalilerinden olan translokasyonunu kolay bir hale getirdiği tespit edilmiştir. 12 hafta boyunca emülgatör yedirilen farelerde mikrobiyotası içeriğinin değişmesine bağlı olarak obezite ve metabolik sendromun oranını yükseldiği incelenmiştir. Relatif ağırlık artışına sebep olabilir.",
231,E482,Kalsiyum stearol laktat,"Kıvam artırıcılar, stabilizörler, emülgatörler",Yarı-sentetik emülgatör,"Emülgatörlerin insan bağırsak mikrobiyotasının kompozisyonunda değişiklik yaptığı, insanların bağırsak epitelindeki bakterilerin kromozom anomalilerinden olan translokasyonunu kolay bir hale getirdiği tespit edilmiştir. 12 hafta boyunca emülgatör yedirilen farelerde mikrobiyotası içeriğinin değişmesine bağlı olarak obezite ve metabolik sendromun oranını yükseldiği incelenmiştir. Relatif ağırlık artışına sebep olabilir.",
232,E483,Stearil tartarat,"Kıvam artırıcılar, stabilizörler, emülgatörler",Yarı-sentetik emülgatör,"Emülgatörlerin insan bağırsak mikrobiyotasının kompozisyonunda değişiklik yaptığı, insanların bağırsak epitelindeki bakterilerin kromozom anomalilerinden olan translokasyonunu kolay bir hale getirdiği tespit edilmiştir. 12 hafta boyunca emülgatör yedirilen farelerde mikrobiyotası içeriğinin değişmesine bağlı olarak obezite ve metabolik sendromun oranını yükseldiği incelenmiştir .",
233,E484,Stearil sitrat,"Kıvam artırıcılar, stabilizörler, emülgatörler",Yarı-sentetik emülgatör,"Emülgatörlerin insan bağırsak mikrobiyotasının kompozisyonunda değişiklik yaptığı, insanların bağırsak epitelindeki bakterilerin kromozom anomalilerinden olan translokasyonunu kolay bir hale getirdiği tespit edilmiştir. 12 hafta boyunca emülgatör yedirilen farelerde mikrobiyotası içeriğinin değişmesine bağlı olarak obezite ve metabolik sendromun oranını yükseldiği incelenmiştir .",
234,E485,Jelatin (eski kodu),"Kıvam artırıcılar, stabilizörler, emülgatörler",Kıvam arttırıcı,"Emülgatörlerin insan bağırsak mikrobiyotasının kompozisyonunda değişiklik yaptığı, insanların bağırsak epitelindeki bakterilerin kromozom anomalilerinden olan translokasyonunu kolay bir hale getirdiği tespit edilmiştir. 12 hafta boyunca emülgatör yedirilen farelerde mikrobiyotası içeriğinin değişmesine bağlı olarak obezite ve metabolik sendromun oranını yükseldiği incelenmiştir .",
235,E490,Propilen glikol,"Kıvam artırıcılar, stabilizörler, emülgatörler",Çözücü,"Emülgatörlerin insan bağırsak mikrobiyotasının kompozisyonunda değişiklik yaptığı, insanların bağırsak epitelindeki bakterilerin kromozom anomalilerinden olan translokasyonunu kolay bir hale getirdiği tespit edilmiştir. 12 hafta boyunca emülgatör yedirilen farelerde mikrobiyotası içeriğinin değişmesine bağlı olarak obezite ve metabolik sendromun oranını yükseldiği incelenmiştir .",
236,E491,Sorbitan mono stearat,"Kıvam artırıcılar, stabilizörler, emülgatörler",Yarı-sentetik emülgatör,"Emülgatörlerin insan bağırsak mikrobiyotasının kompozisyonunda değişiklik yaptığı, insanların bağırsak epitelindeki bakterilerin kromozom anomalilerinden olan translokasyonunu kolay bir hale getirdiği tespit edilmiştir. 12 hafta boyunca emülgatör yedirilen farelerde mikrobiyotası içeriğinin değişmesine bağlı olarak obezite ve metabolik sendromun oranını yükseldiği incelenmiştir. Ağırlık artışına sebep olabilir.",
237,E492,Sorbitan tri stearat,"Kıvam artırıcılar, stabilizörler, emülgatörler",Yarı-sentetik emülgatör,"Emülgatörlerin insan bağırsak mikrobiyotasının kompozisyonunda değişiklik yaptığı, insanların bağırsak epitelindeki bakterilerin kromozom anomalilerinden olan translokasyonunu kolay bir hale getirdiği tespit edilmiştir. 12 hafta boyunca emülgatör yedirilen farelerde mikrobiyotası içeriğinin değişmesine bağlı olarak obezite ve metabolik sendromun oranını yükseldiği incelenmiştir. Ağırlık artışına sebep olabilir.",
238,E493,Sorbitan mono laurat,"Kıvam artırıcılar, stabilizörler, emülgatörler",Yarı-sentetik emülgatör,"Emülgatörlerin insan bağırsak mikrobiyotasının kompozisyonunda değişiklik yaptığı, insanların bağırsak epitelindeki bakterilerin kromozom anomalilerinden olan translokasyonunu kolay bir hale getirdiği tespit edilmiştir. 12 hafta boyunca emülgatör yedirilen farelerde mikrobiyotası içeriğinin değişmesine bağlı olarak obezite ve metabolik sendromun oranını yükseldiği incelenmiştir. Ağırlık artışına sebep olabilir.",
239,E494,Sorbitan mono oleat,"Kıvam artırıcılar, stabilizörler, emülgatörler",Yarı-sentetik emülgatör,"Emülgatörlerin insan bağırsak mikrobiyotasının kompozisyonunda değişiklik yaptığı, insanların bağırsak epitelindeki bakterilerin kromozom anomalilerinden olan translokasyonunu kolay bir hale getirdiği tespit edilmiştir. 12 hafta boyunca emülgatör yedirilen farelerde mikrobiyotası içeriğinin değişmesine bağlı olarak obezite ve metabolik sendromun oranını yükseldiği incelenmiştir. Ağırlık artışına sebep olabilir.",
240,E495,Sorbitan mono palmitat,"Kıvam artırıcılar, stabilizörler, emülgatörler",Yarı-sentetik emülgatör,"Emülgatörlerin insan bağırsak mikrobiyotasının kompozisyonunda değişiklik yaptığı, insanların bağırsak epitelindeki bakterilerin kromozom anomalilerinden olan translokasyonunu kolay bir hale getirdiği tespit edilmiştir. 12 hafta boyunca emülgatör yedirilen farelerde mikrobiyotası içeriğinin değişmesine bağlı olarak obezite ve metabolik sendromun oranını yükseldiği incelenmiştir. Ağırlık artışına sebep olabilir.",
241,E499,Stigmasterol yönünden zengin bitki sterolleri,"Kıvam artırıcılar, stabilizörler, emülgatörler",Stabilizör,"Emülgatörlerin insan bağırsak mikrobiyotasının kompozisyonunda değişiklik yaptığı, insanların bağırsak epitelindeki bakterilerin kromozom anomalilerinden olan translokasyonunu kolay bir hale getirdiği tespit edilmiştir. 12 hafta boyunca emülgatör yedirilen farelerde mikrobiyotası içeriğinin değişmesine bağlı olarak obezite ve metabolik sendromun oranını yükseldiği incelenmiştir .",
242,E500,Sodyum karbonatlar,"Asitliği düzenleyiciler, topaklanmayı önleyiciler",Temel,,
243,E501,Potasyum karbonatlar,"Asitliği düzenleyiciler, topaklanmayı önleyiciler",Temel,,
244,E503,Amonyum karbonatlar,"Asitliği düzenleyiciler, topaklanmayı önleyiciler",Temel,,
245,E504,Magnezyum karbonatlar,"Asitliği düzenleyiciler, topaklanmayı önleyiciler","Alkali, topaklanmayı engelleyici ajan",,
246,E505,Ferro karbonat,"Asitliği düzenleyiciler, topaklanmayı önleyiciler",Asitlik düzenleyici,,
247,E507,Hidroklorik asit,"Asitliği düzenleyiciler, topaklanmayı önleyiciler",Asit,,
248,E508,Potasyum klorür,"Asitliği düzenleyiciler, topaklanmayı önleyiciler",Tuz ikamesi,,
249,E509,Kalsiyum klorür,"Asitliği düzenleyiciler, topaklanmayı önleyiciler","Metal bağlayıcı, sertleştirici ajan",,
250,E510,Amonyum klorür,"Asitliği düzenleyiciler, topaklanmayı önleyiciler","Maya gıdası, lezzet verici",,
251,E511,Magnezyum klorür,"Asitliği düzenleyiciler, topaklanmayı önleyiciler",Asitlik düzenleyici,,
252,E512,Kalay klorür,"Asitliği düzenleyiciler, topaklanmayı önleyiciler",Antioksidan,Midede mukozal irritasyon,
253,E513,Sülfürik asit,"Asitliği düzenleyiciler, topaklanmayı önleyiciler",Asit,,
254,E514,Sodyum sülfatlar,"Asitliği düzenleyiciler, topaklanmayı önleyiciler","Asit, seyreltici",,
255,E515,Potasyum sülfatlar,"Asitliği düzenleyiciler, topaklanmayı önleyiciler",Tuz ikamesi,,
256,E516,Kalsiyum sülfat,"Asitliği düzenleyiciler, topaklanmayı önleyiciler",Sertleştirici ajan,,
257,E517,Amonyum sülfat,"Asitliği düzenleyiciler, topaklanmayı önleyiciler",Stabilizör,,
258,E518,Magnezyum sülfat,"Asitliği düzenleyiciler, topaklanmayı önleyiciler",Diyet takviyesi,,
259,E520,Alüminyum sülfat,"Asitliği düzenleyiciler, topaklanmayı önleyiciler",Durultma ajanı,,
260,E521,Alüminyum sodyum sülfat,"Asitliği düzenleyiciler, topaklanmayı önleyiciler",Asitlik düzenleyici,,
261,E522,Alüminyum potasyum sülfat,"Asitliği düzenleyiciler, topaklanmayı önleyiciler",Tuz ikamesi,,
262,E523,Alüminyum amonyum sülfat,"Asitliği düzenleyiciler, topaklanmayı önleyiciler",Stabilizör,,
263,E524,Sodyum hidroksit,"Asitliği düzenleyiciler, topaklanmayı önleyiciler","Temel, renklendirici çözelti",,
264,E525,Potasyum hidroksit,"Asitliği düzenleyiciler, topaklanmayı önleyiciler",Temel,,
265,E526,Kalsiyum hidroksit,"Asitliği düzenleyiciler, topaklanmayı önleyiciler",Sertleştirici ajan,,
266,E527,Amonyum hidroksit,"Asitliği düzenleyiciler, topaklanmayı önleyiciler",Temel,,
267,E528,Magnezyum hidroksit,"Asitliği düzenleyiciler, topaklanmayı önleyiciler",Temel,,
268,E529,Kalsiyum oksit,"Asitliği düzenleyiciler, topaklanmayı önleyiciler",Alkali,,
269,E530,Magnezyum oksit,"Asitliği düzenleyiciler, topaklanmayı önleyiciler","Topaklanmayı engelleyici ajan, alkali",,
270,E534,Demir tartarat,"Asitliği düzenleyiciler, topaklanmayı önleyiciler",Tuz ikamesi,,
271,E535,Sodyum ferrosiyanit,"Asitliği düzenleyiciler, topaklanmayı önleyiciler",Topaklanmayı engelleyici ajan,"Ağırlık artışı, tübüler hasar, kalsifiye deposit",
272,E536,Potasyum ferrosiyanit,"Asitliği düzenleyiciler, topaklanmayı önleyiciler",Topaklanmayı engelleyici ajan,,
273,E537,Ferroheksasiyanomanganat,"Asitliği düzenleyiciler, topaklanmayı önleyiciler",Topaklanmayı engelleyici ajan,,
274,E538,Kalsiyum ferrosiyanit,"Asitliği düzenleyiciler, topaklanmayı önleyiciler",Topaklanmayı engelleyici ajan,,
275,E539,Sodyum tiyosülfat,"Asitliği düzenleyiciler, topaklanmayı önleyiciler",Antioksidan,,
276,E540,Dikalsiyum pirofosfat,"Asitliği düzenleyiciler, topaklanmayı önleyiciler",Hacim arttırıcı ajan,,
277,E541,Sodyum alüminyum difosfat,"Asitliği düzenleyiciler, topaklanmayı önleyiciler",Hacim arttırıcı ajan,,
278,E542,Yenilebilir kemik fosfatı,"Asitliği düzenleyiciler, topaklanmayı önleyiciler",Topaklanmayı engelleyici ajan,,
279,E543,Sodyum kalsiyum polifosfat,"Asitliği düzenleyiciler, topaklanmayı önleyiciler",Emülgatör,,
280,E544,Kalsiyum polifosfatlar,"Asitliği düzenleyiciler, topaklanmayı önleyiciler",Emülgatör,,
281,E545,Amonyum polifosfatlar,"Asitliği düzenleyiciler, topaklanmayı önleyiciler",Emülgatör,,
282,E546,Magnezyum pirofosfat,"Asitliği düzenleyiciler, topaklanmayı önleyiciler",Emülgatör,,
283,E550,Sodyum silikatlar,"Asitliği düzenleyiciler, topaklanmayı önleyiciler",Topaklanmayı engelleyici ajan,,
284,E551,Silikon dioksit,"Asitliği düzenleyiciler, topaklanmayı önleyiciler",Topaklanmayı engelleyici ajan,,
285,E552,Kalsiyum silikat,"Asitliği düzenleyiciler, topaklanmayı önleyiciler",Topaklanmayı engelleyici ajan,,
286,E553,"Magnezyum silikatlar, talk","Asitliği düzenleyiciler, topaklanmayı önleyiciler",Topaklanmayı engelleyici ajan,,
287,E554,Sodyum alüminyum silikat,"Asitliği düzenleyiciler, topaklanmayı önleyiciler",Topaklanmayı engelleyici ajan,,
288,E555,Potasyum alüminyum silikat,"Asitliği düzenleyiciler, topaklanmayı önleyiciler",Topaklanmayı engelleyici ajan,,
289,E556,Kalsiyum alüminyum silikat(çıkarıldı),"Asitliği düzenleyiciler, topaklanmayı önleyiciler",Topaklanmayı engelleyici ajan,,
290,E557,Çinko silikat,"Asitliği düzenleyiciler, topaklanmayı önleyiciler",Topaklanmayı engelleyici ajan,,
291,E558,Bentonit,"Asitliği düzenleyiciler, topaklanmayı önleyiciler",Topaklanmayı engelleyici ajan,,
292,E559,Alüminyum silikat (Kaolin)(çıkarıldı),"Asitliği düzenleyiciler, topaklanmayı önleyiciler",Topaklanmayı engelleyici ajan,,
293,E570,Yağ asitleri,"Asitliği düzenleyiciler, topaklanmayı önleyiciler",Topaklanmayı engelleyici ajan,,
